Job Title,Rating,Company Name,Location,Headquarters,Sector,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data
Data Scientist,3.4,Solving IT International Inc,"Chicago, IL","Chicago, IL",-1,79,147,113, IL,1,-1,0,1,0,0,0,0,0
Data Scientist,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",Agriculture & Forestry,79,147,113, OH,1,140,1,1,0,0,0,0,0
Data Scientist,4.6,Centauri,"Reston, VA","Chantilly, VA",Aerospace & Defense,79,147,113, VA,0,21,0,0,0,0,0,0,0
Data Scientist,0.0,Stride Search,"San Francisco, CA","Westlake Village, CA",-1,79,147,113, CA,0,-1,1,0,0,0,0,0,0
Machine Learning Engineer,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",Education,79,147,113, PA,1,36,1,0,0,0,0,0,0
Data Analyst - Unilever Prestige,3.8,Dermalogica,"Carson, CA","Carson, CA",Manufacturing,79,147,113, CA,1,34,1,0,0,0,0,1,0
Data Scientist,4.8,TechProjects,"New York, NY","North Brunswick, NJ",Information Technology,79,147,113, NY,0,9,1,1,0,0,0,1,0
"VP, Data Science",3.9,7Park Data,"New York, NY","New York, NY",Business Services,79,147,113, NY,1,8,1,1,0,1,0,0,0
Data Scientist,4.0,Netskope,"Santa Clara, CA","Santa Clara, CA",Information Technology,122,146,134, CA,1,8,1,1,0,1,0,0,1
Data Scientist,4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",Information Technology,122,146,134, CA,1,7,1,0,0,0,0,0,0
Senior Business Intelligence Analyst,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",Manufacturing,122,146,134, MN,1,21,0,0,0,0,0,0,0
Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",Insurance,122,146,134, OH,0,133,0,0,0,0,0,0,0
Data Engineer - Kafka,3.5,Western Digital,"San Jose, CA","San Jose, CA",Information Technology,122,146,134, CA,1,50,1,0,1,1,1,0,0
Data Scientist,2.9,"Shimento, Inc.","Santa Clara, CA","Benicia, CA",-1,122,146,134, CA,0,-1,1,0,1,1,0,0,1
Data Scientist,5.0,Averity,"New York, NY","New York, NY",Business Services,122,146,134, NY,1,6,0,0,0,0,0,0,0
Data Scientist,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",Information Technology,122,146,134, VA,0,18,0,0,0,0,1,0,1
Data Scientist,0.0,Point72 Ventures,"Palo Alto, CA",-1,-1,122,146,134, CA,0,-1,0,0,0,0,0,0,0
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",Aerospace & Defense,122,146,134, MD,1,78,0,1,0,1,0,0,0
Data Scientist,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",Information Technology,122,146,134, MA,1,10,1,0,0,1,1,0,0
Data Science All Star Program - Data Engineer Track,4.6,Blend360,"Columbia, MD","Columbia, MD",Business Services,122,146,134, MD,1,18,1,0,1,1,1,0,0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",Information Technology,122,146,134, MD,0,9,1,0,0,1,0,0,1
Data Analyst,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",Business Services,122,146,134, VA,0,8,1,1,0,0,0,1,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0
Senior Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",Aerospace & Defense,122,146,134, VA,0,-1,1,1,0,0,0,0,1
Data Scientist,4.3,Quick Base,"Cambridge, MA","Cambridge, MA",Information Technology,112,116,114, MA,1,21,1,1,0,0,0,1,0
Data Scientist,3.7,Takeda,"Cambridge, MA","OSAKA, Japan",Biotech & Pharmaceuticals,112,116,114, MA,0,239,1,0,0,1,0,0,0
Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",Aerospace & Defense,112,116,114, VA,0,-1,1,0,1,1,0,1,0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",Business Services,112,116,114, OK,0,73,1,1,0,0,0,0,0
Data Scientist,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",Business Services,112,116,114, CA,0,12,1,0,0,0,0,0,0
Data Science Software Engineer,4.8,Klaviyo,"Boston, MA","Boston, MA",Information Technology,112,116,114, MA,1,8,1,0,0,0,0,0,0
AI Ops Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",Biotech & Pharmaceuticals,112,116,114, MD,0,107,1,0,1,1,1,0,0
Data Scientist,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",-1,112,116,114, NJ,0,-1,0,0,0,0,0,0,0
Data Scientist,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",Aerospace & Defense,112,116,114, MD,0,2,1,0,1,0,0,0,1
Data Scientist,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",Business Services,112,116,114, DC,0,40,1,0,0,0,0,0,0
Scientist - Machine Learning,3.5,Allen Institute,"Seattle, WA","Seattle, WA",Business Services,112,116,114, WA,1,17,0,0,0,0,0,0,0
Data Scientist,4.4,Eliassen Group,"Plano, TX","Reading, MA",Business Services,112,116,114, TX,0,31,1,0,0,0,0,0,0
Data Scientist,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",Business Services,112,116,114, CA,0,19,1,1,0,0,0,1,0
Sr. Data Scientist,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",Travel & Tourism,112,116,114, CO,1,9,1,0,0,0,0,0,0
Data Scientist,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",Information Technology,112,116,114, CA,0,21,1,1,0,0,0,0,0
Data Scientist,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC","Oil, Gas, Energy & Utilities",112,116,114, VA,0,112,1,1,0,0,0,0,1
Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",Health Care,112,116,114, CA,1,24,0,0,0,0,0,1,0
Data Modeler (Analytical Systems),3.7,MassMutual,"Boston, MA","Springfield, MA",Insurance,112,116,114, MA,0,169,0,1,1,1,0,0,1
Applied AI Scientist / Engineer,5.0,"New Iron Group, Inc.","Boston, MA","Austin, TX",Information Technology,112,116,114, MA,0,17,1,0,0,0,0,0,0
"Data Engineer (Analytics, SQL, Python, AWS)",4.0,Travelers,"Hartford, CT","Hartford, CT",Insurance,112,116,114, CT,1,167,1,0,0,1,1,0,1
Senior Data Analyst - Finance & Platform Analytics,3.6,Twitch,"San Francisco, CA","San Francisco, CA",Information Technology,112,116,114, CA,1,9,1,0,0,0,0,1,0
Senior Data Scientist,4.8,Klaviyo,"Boston, MA","Boston, MA",Information Technology,110,163,136, MA,1,8,0,0,0,0,0,0,0
Market Research Data Scientist,3.8,GutCheck,"Denver, CO","Denver, CO",Business Services,110,163,136, CO,1,11,0,1,0,0,0,0,0
IT Partner Digital Health Technology and Data Science,3.6,Biogen,"Cambridge, MA","Cambridge, MA",Biotech & Pharmaceuticals,110,163,136, MA,1,42,0,1,0,0,0,0,0
Data Scientist,0.0,HireAi,"San Francisco, CA",-1,-1,110,163,136, CA,0,-1,1,1,0,1,0,1,0
Data Scientist,0.0,HireAi,"San Francisco, CA",-1,-1,110,163,136, CA,0,-1,1,1,0,1,0,1,0
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",Biotech & Pharmaceuticals,110,163,136, CA,0,5,1,0,0,0,1,0,0
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",4.1,Mentor Graphics,"Fremont, CA","Wilsonville, OR",Information Technology,110,163,136, CA,0,39,1,1,0,0,0,0,0
Senior Clinical Data Scientist Programmer,3.6,WCG (WIRB-Copernicus Group),"Hamilton, NJ","Princeton, NJ",Biotech & Pharmaceuticals,110,163,136, NJ,0,-1,0,1,0,0,0,0,0
Data Engineer,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",Government,110,163,136, VA,1,15,1,0,0,0,0,0,0
Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",Biotech & Pharmaceuticals,110,163,136, IL,1,5,0,0,0,0,1,0,0
Data Solutions Engineer - Data Modeler,3.4,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",Insurance,110,163,136, IN,0,108,1,0,0,0,0,0,0
Data Scientist,4.3,Visionary Integration Professionals,"Washington, DC","Folsom, CA",Information Technology,110,163,136, DC,0,24,0,1,0,0,0,0,0
Data Scientist (TS/SCI w/ Poly),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",Aerospace & Defense,110,163,136, VA,0,-1,1,0,0,0,0,0,0
Weapons and Sensors Engineer/Scientist,4.0,Dynetics,"Huntsville, AL","Huntsville, AL",Aerospace & Defense,110,163,136, AL,1,46,1,0,0,0,0,0,0
Applied Computer Scientist,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",Aerospace & Defense,110,163,136, MA,1,10,0,0,0,0,0,0,0
Senior Data Analyst,4.5,Novetta,"Herndon, VA","Mc Lean, VA",Information Technology,110,163,136, VA,0,8,1,1,0,0,0,0,0
Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",Finance,110,163,136, VA,0,87,0,0,0,0,0,1,0
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",4.0,Exact Sciences Corporation,"Madison, WI","Madison, WI",Health Care,110,163,136, WI,1,25,0,0,0,0,0,0,0
Sr. Data Analyst,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",Health Care,110,163,136, PA,0,26,0,1,0,0,0,1,0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",Manufacturing,110,163,136, NC,1,145,0,1,0,0,0,0,0
Senior Machine Learning Engineer,5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",Information Technology,110,163,136, NC,0,4,0,0,0,1,1,0,0
Product Data Scientist - Ads Data Science,4.1,Twitter,"San Francisco, CA","San Francisco, CA",Information Technology,124,198,161, CA,1,14,1,0,0,0,0,0,0
Data Scientist,3.2,Postmates - Corporate HQ,"San Francisco, CA","San Francisco, CA",Transportation & Logistics,124,198,161, CA,1,9,1,0,0,1,0,0,0
Data Scientist,4.9,"Visionist, Inc.","Columbia, MD","Columbia, MD",Information Technology,124,198,161, MD,1,10,1,0,1,1,0,1,0
Data Scientist,0.0,Navio,"San Mateo, CA","Half Moon Bay, CA",-1,124,198,161, CA,0,-1,0,0,0,0,1,0,0
Data Scientist,3.3,Concerto HealthAI,"Boston, MA","Boston, MA",Biotech & Pharmaceuticals,124,198,161, MA,1,2,1,0,0,0,0,0,0
Data Scientist,0.0,Evolvinc,"Burbank, CA","Los Angeles, CA",Information Technology,124,198,161, CA,0,15,1,1,1,1,1,0,1
Data Scientist,5.0,PROPRIUS,"Sunnyvale, CA","London, United Kingdom",Information Technology,124,198,161, CA,0,-1,1,0,1,1,0,1,1
Data Scientist,3.4,TECHNOCRAFT Solutions,"San Ramon, CA","Hilliard, OH",Business Services,124,198,161, CA,0,-1,1,0,0,0,0,0,1
Data Scientist,4.1,"Latitude, Inc.","Washington, DC","Hanover, MD",Business Services,124,198,161, DC,0,-1,1,0,0,0,0,1,0
Data Scientist,5.0,Royce Geospatial,"Springfield, VA","Arlington, VA",Aerospace & Defense,124,198,161, VA,0,6,1,0,0,0,0,0,1
Data Scientist,4.2,CyberCoders,"Phoenix, AZ","Irvine, CA",Business Services,124,198,161, AZ,0,21,1,0,0,0,0,0,0
Data Scientist,3.7,Booz Allen Hamilton Inc.,"Oxnard, CA","Mc Lean, VA",Business Services,124,198,161, CA,0,106,1,0,1,0,0,1,1
Data Scientist,3.8,Burns & McDonnell,"Kansas City, MO","Kansas City, MO",Business Services,124,198,161, MO,1,122,1,1,0,0,0,0,0
Data Scientist,4.8,InvenTech Info,"Jersey City, NJ","Bengaluru, India",Information Technology,124,198,161, NJ,0,10,1,0,0,0,0,0,0
Data Scientist,3.5,Robert Half,"Manchester, NH","Menlo Park, CA",Business Services,124,198,161, NH,0,72,1,0,1,1,0,0,0
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",Finance,124,198,161, IA,1,28,0,1,0,0,0,1,0
Data Scientist,4.5,Conflux Systems Inc.,"Winters, TX","Alpharetta, GA",Accounting & Legal,124,198,161, TX,0,-1,1,1,1,1,1,0,0
Data Scientist,3.9,Criteo,"Ann Arbor, MI","Paris, France",Information Technology,124,198,161, MI,0,15,1,0,1,1,0,0,1
Data Scientist,3.4,Voice,"Brooklyn, NY",-1,-1,124,198,161, NY,0,-1,1,0,0,0,0,0,0
Data Scientist,0.0,Microagility,"New York, NY","Princeton, NJ",Business Services,124,198,161, NY,0,-1,0,1,0,0,0,0,0
Data Scientist,4.1,Coverent,"McLean, VA","McLean, VA",Business Services,124,198,161, VA,1,12,1,1,0,0,0,0,0
Data Scientist,3.7,Via Transportation,"New York, NY","New York, NY",Information Technology,79,133,106, NY,1,8,1,0,0,0,0,1,0
Senior Data Scientist,3.5,Benson Hill,"Saint Louis, MO","Saint Louis, MO",Biotech & Pharmaceuticals,79,133,106, MO,1,8,1,1,0,0,0,0,1
Data Scientist,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",Business Services,79,133,106, CA,0,-1,0,0,0,0,0,0,0
Data Scientist,0.0,Falcon IT & Staffing Solutions,"Fort Belvoir, VA","Washington, DC",-1,79,133,106, VA,0,-1,1,1,0,0,0,0,0
Data Scientist,0.0,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",-1,79,133,106, OH,1,-1,0,1,0,0,0,0,1
Data Engineer,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",Information Technology,79,133,106, CA,1,12,1,1,1,0,0,0,1
Data Scientist,3.6,DataLab USA,"Germantown, MD","Germantown, MD",Information Technology,79,133,106, MD,1,-1,1,1,0,0,0,1,0
Data Scientist,3.1,Werner Enterprises Inc,"Omaha, NE","Omaha, NE",Transportation & Logistics,79,133,106, NE,1,64,0,0,0,0,0,0,0
Data Scientist,5.0,PeopleCom,"McLean, VA","Reston, VA",-1,79,133,106, VA,0,-1,1,0,0,0,0,0,0
Data Scientist - Machine Learning,5.0,VANTA Partners,"Open Fork, VA","Clifton Park, NY",Business Services,79,133,106, VA,0,2,1,0,0,1,0,0,0
Data Scientist,0.0,B4Corp,"Reston, VA","Leesburg, VA",Information Technology,79,133,106, VA,0,-1,1,1,0,0,0,0,0
Data Scientist,0.0,"Blue Icy Water, LLC",United States,"Livonia, MI",-1,79,133,106,United States,0,-1,0,1,0,0,0,0,0
Data Scientist,3.5,"Farmer's Business Network, Inc.","San Carlos, CA","San Carlos, CA",Agriculture & Forestry,79,133,106, CA,1,6,1,1,0,0,0,0,1
Data Scientist,0.0,Sonde Health,"Boston, MA","Boston, MA",Health Care,79,133,106, MA,1,-1,1,0,0,0,1,0,0
Data Scientist,5.0,Maxiom,"Ashburn, VA","Ashburn, VA",-1,79,133,106, VA,1,-1,1,1,1,0,0,1,0
Data Scientist,2.7,Change Healthcare,"Lombard, IL","Nashville, TN",Information Technology,79,133,106, IL,0,13,0,1,0,0,1,0,0
Data Scientist,4.1,DCS Corp,"Hampton, VA","Alexandria, VA",Business Services,79,133,106, VA,0,43,1,1,0,0,0,0,1
Data Scientist,2.1,Hive (CA),"San Francisco, CA","Los Angeles, CA",Telecommunications,79,133,106, CA,0,1,1,0,1,1,0,0,0
Machine Learning Engineer/Scientist,4.8,Jane Street,"New York, NY","New York, NY",Finance,79,133,106, NY,1,20,0,0,0,0,0,0,0
Data Scientist - Intermediate,4.5,Envision LLC,"Saint Louis, MO","Saint Louis, MO",Business Services,69,116,92, MO,1,26,1,1,0,0,0,0,0
Principal Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",Information Technology,69,116,92, CA,0,38,1,1,1,1,1,0,1
Data Scientist,3.3,Hackensack Meridian Health,"Edison, NJ","Edison, NJ",Health Care,69,116,92, NJ,1,-1,1,0,0,0,0,1,0
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,"Cambridge, MA","Basel, Switzerland",Biotech & Pharmaceuticals,69,116,92, MA,0,24,0,0,0,0,0,0,0
Data Scientist,3.2,Net2Source Inc.,"Alpharetta, GA","Somerset, NJ",Business Services,69,116,92, GA,0,13,1,1,1,1,0,0,0
Data Scientist,3.2,The Trade Desk,"Boulder, CO","Ventura, CA",Information Technology,69,116,92, CO,0,11,1,0,0,1,1,0,1
Data Scientist- Industrial Discrete Sector Industry,3.7,IBM,"Atlanta, GA","Armonk, NY",Information Technology,69,116,92, GA,0,109,1,1,0,0,1,0,0
Data Scientist,4.4,Knowesis Inc.,"Falls Church, VA","Fairfax, VA",Business Services,69,116,92, VA,0,13,1,0,1,0,1,1,0
Data Scientist,3.1,MoTek Technologies,"Mountain View, CA","San Jose, CA",Information Technology,69,116,92, CA,0,11,1,1,0,0,0,0,0
Data Scientist,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",Agriculture & Forestry,69,116,92, OH,1,140,1,1,0,0,0,0,0
Data Scientist,3.5,HPOne,"Trumbull, CT","Trumbull, CT",Insurance,69,116,92, CT,1,14,1,1,0,0,0,1,0
Data Scientist,0.0,Stride Search,"San Francisco, CA","Westlake Village, CA",-1,69,116,92, CA,0,-1,1,0,0,0,0,0,0
Machine Learning Engineer,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",Education,69,116,92, PA,1,36,1,0,0,0,0,0,0
Data Scientist,0.0,Blue Cloak LLC,"Sterling, VA",-1,-1,69,116,92, VA,0,-1,1,0,1,1,1,1,0
Data Scientist,2.7,TBWA\Chiat\Day,"New York, NY","New York, NY",Business Services,69,116,92, NY,1,52,1,1,0,0,0,1,0
Data Scientist,3.5,ThreeBridge Solutions,"Alpharetta, GA","Minneapolis, MN",Business Services,69,116,92, GA,0,11,1,0,0,0,0,0,0
Data Scientist,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",Business Services,69,116,92, PA,0,-1,1,0,1,1,1,0,1
Data Analyst - Unilever Prestige,3.8,Dermalogica,"Carson, CA","Carson, CA",Manufacturing,69,116,92, CA,1,34,1,0,0,0,0,1,0
Data Scientist,4.2,Centraprise,"Foster City, CA","Edison, NJ",Information Technology,69,116,92, CA,0,-1,1,0,0,0,0,0,0
Data Scientist,4.8,TechProjects,"New York, NY","North Brunswick, NJ",Information Technology,69,116,92, NY,0,9,1,1,0,0,0,1,0
Data Scientist,4.2,DW Simpson,"Frederick, MD","Chicago, IL",Business Services,69,116,92, MD,0,31,1,1,0,0,0,1,0
Data & Machine Learning Scientist,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",Biotech & Pharmaceuticals,31,56,43, IL,1,5,1,0,0,0,1,0,0
Data Scientist,4.0,Grid Dynamics,"Santa Clara, CA","San Ramon, CA",Information Technology,31,56,43, CA,0,14,1,1,0,0,0,1,1
"VP, Data Science",3.9,7Park Data,"New York, NY","New York, NY",Business Services,31,56,43, NY,1,8,1,1,0,1,0,0,0
Senior Business Intelligence Analyst,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",Manufacturing,31,56,43, MN,1,21,0,0,0,0,0,0,0
Data Scientist,3.9,LinQuest,"Colorado Springs, CO","Los Angeles, CA",Aerospace & Defense,31,56,43, CO,0,16,1,1,0,0,0,1,0
Data Engineer - Kafka,3.5,Western Digital,"San Jose, CA","San Jose, CA",Information Technology,31,56,43, CA,1,50,1,0,1,1,1,0,0
Data Scientist,4.0,Trexquant Investment,United States,"Stamford, CT",Finance,31,56,43,United States,0,8,1,0,0,0,0,0,0
Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",Insurance,31,56,43, OH,0,133,0,0,0,0,0,0,0
Data Scientist,3.7,Fleetcor,"Atlanta, GA","Atlanta, GA",Finance,31,56,43, GA,1,20,1,1,0,0,0,1,0
Data Scientist,4.5,Radiant Digital,"Washington, DC","New York, NY",-1,31,56,43, DC,0,-1,1,1,1,1,0,0,0
Data Scientist,2.8,Child Care Aware of America,"Arlington, VA","Arlington, VA",Non-Profit,31,56,43, VA,1,33,1,1,0,0,1,0,0
Data Scientist,4.1,IntelliPro Group Inc.,"Santa Clara, CA","Santa Clara, CA",-1,31,56,43, CA,1,-1,1,1,1,0,0,0,0
In-Line Inspection Data Analyst,2.9,Quest Integrity,"Tulsa, OK","Kent, WA","Oil, Gas, Energy & Utilities",31,56,43, OK,0,24,0,1,0,0,0,0,0
Data Scientist,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",Information Technology,31,56,43, VA,0,18,0,0,0,0,1,0,1
Data Scientist,3.4,USI,"Southfield, MI","Saint Paul, MN","Construction, Repair & Maintenance",31,56,43, MI,0,22,1,1,0,0,0,0,0
Data Scientist,3.9,Apex Systems,"San Francisco, CA","Glen Allen, VA",Business Services,31,56,43, CA,0,25,0,0,0,0,0,0,0
Data Scientist,2.9,"Pragmatics, Inc.",United States,"Reston, VA",Information Technology,31,56,43,United States,0,35,1,0,1,0,1,0,0
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",Aerospace & Defense,31,56,43, MD,1,78,0,1,0,1,0,0,0
Data Scientist,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",Information Technology,31,56,43, MA,1,10,1,0,0,1,1,0,0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",Information Technology,31,56,43, MD,0,9,1,0,0,1,0,0,1
"Data Scientist, Applied Machine Learning - Bay Area",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",Biotech & Pharmaceuticals,95,119,107, CA,0,5,1,0,0,0,1,0,0
Data Scientist,3.5,The Knot Worldwide,"Washington, DC","Chevy Chase, MD",Information Technology,95,119,107, DC,0,1,1,0,0,1,1,0,0
Data Scientist,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",Health Care,95,119,107, CA,0,10,1,1,0,0,0,1,1
Data Scientist,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",Accounting & Legal,95,119,107, NY,0,-1,1,0,0,0,0,0,0
Data Analyst,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",Business Services,95,119,107, VA,0,8,1,1,0,0,0,1,0
Data Scientist,3.4,Dice.com,"Newton, MA","Denver, CO",Business Services,95,119,107, MA,0,30,1,1,0,0,1,0,0
Data Scientist,3.5,Gap Inc.,"San Francisco, CA","San Francisco, CA",Retail,95,119,107, CA,1,51,1,0,0,1,0,0,1
Data Scientist,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",-1,95,119,107, DC,0,-1,1,1,1,0,0,0,1
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0
Data Scientist,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",Business Services,95,119,107, TX,0,32,1,1,1,0,0,1,0
Data Scientist,4.0,New York Technology Partners,"Seattle, WA","Jersey City, NJ",Information Technology,95,119,107, WA,0,21,1,1,1,1,1,0,0
Data Scientist,4.0,Two95 International Inc.,"Chicago, IL","Cherry Hill, NJ",Business Services,95,119,107, IL,0,-1,1,0,0,0,0,0,0
Data Scientist,0.0,Sophinea,"Chantilly, VA",-1,-1,95,119,107, VA,0,-1,0,0,0,0,0,0,0
Data Scientist,4.7,CRS Group,"Chicago, IL","Itasca, IL",Business Services,95,119,107, IL,0,26,0,0,0,0,0,0,0
