Job Title,Rating,Company Name,Location,Headquarters,Sector,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data
Data Scientist,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",Business Services,95,119,107, CA,1,22,1,0,0,0,1,0,0
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",Information Technology,95,119,107, MD,0,9,1,0,0,1,0,0,1
Senior Principal Data Scientist (Python/R),4.1,Roche,"Pleasanton, CA","Basel, Switzerland",Biotech & Pharmaceuticals,212,331,271, CA,0,124,1,1,1,1,0,0,1
"Real World Science, Data Scientist",4.0,AstraZeneca,"Wilmington, DE","Cambridge, United Kingdom",Biotech & Pharmaceuticals,212,331,271, DE,0,107,1,0,1,0,0,0,0
Data Scientist,3.6,Creative Circle,United States,"Los Angeles, CA",Business Services,212,331,271,United States,0,18,1,0,0,0,0,0,0
Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",Business Services,212,331,271, NY,0,33,1,1,0,0,0,0,0
Senior Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",Aerospace & Defense,212,331,271, VA,0,-1,1,1,0,0,0,0,1
Data Scientist,4.7,Sharpedge Solutions Inc,"Seattle, WA","Lombard, IL",Media,212,331,271, WA,0,-1,1,1,1,1,1,0,0
Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",Aerospace & Defense,212,331,271, VA,0,-1,1,0,1,1,0,1,0
Data Scientist,3.6,Alaka`ina Foundation Family of Companies,"Fort Sam Houston, TX","Honolulu, HI",-1,212,331,271, TX,0,-1,1,0,0,0,0,0,0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",Business Services,212,331,271, OK,0,73,1,1,0,0,0,0,0
Data Scientist,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",Aerospace & Defense,212,331,271, MD,0,10,0,1,0,0,1,0,0
Data Science Software Engineer,4.8,Klaviyo,"Boston, MA","Boston, MA",Information Technology,212,331,271, MA,1,8,1,0,0,0,0,0,0
"Scientist / Group Lead, Cancer Biology",0.0,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,212,331,271, MA,0,-1,0,1,0,0,0,0,0
Data Scientist,4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",Consumer Services,212,331,271, DC,0,-1,1,0,1,1,1,1,0
Data Scientist,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",Information Technology,212,331,271, DC,0,10,1,1,0,1,0,0,1
"Manager, Field Application Scientist, Southeast",4.2,10x Genomics,"Raleigh, NC","Pleasanton, CA",Biotech & Pharmaceuticals,212,331,271, NC,0,8,0,1,0,0,0,0,0
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,3.9,Southwest Research Institute,"Dayton, OH","San Antonio, TX",Business Services,212,331,271, OH,0,73,1,1,0,0,0,0,0
Data Scientist,0.0,CompuForce,"New York, NY","New York, NY",-1,212,331,271, NY,1,-1,0,1,1,1,1,0,1
Data Scientist,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",Business Services,212,331,271, DC,0,40,1,0,0,0,0,0,0
Scientist - Machine Learning,3.5,Allen Institute,"Seattle, WA","Seattle, WA",Business Services,212,331,271, WA,1,17,0,0,0,0,0,0,0
Data Scientist,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",Business Services,212,331,271, NY,0,44,1,1,0,0,0,1,0
Data Scientist,3.5,Aptive,"Washington, DC","Alexandria, VA",Business Services,212,331,271, DC,0,8,1,1,0,0,0,1,0
Data Scientist - Image and Video Analytics,4.9,The Mom Project,"Longmont, CO","Chicago, IL",Business Services,66,112,89, CO,0,4,1,0,1,1,1,0,0
Data Scientist,3.6,Powertek,"Washington, DC","Rockville, MD",Information Technology,66,112,89, DC,0,19,0,0,0,0,0,0,0
Data Scientist,5.0,JCD Staffing,"Washington, DC","Germantown, MD",-1,66,112,89, DC,0,-1,1,1,0,0,0,1,0
Data Scientist,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",Business Services,66,112,89, CA,0,19,1,1,0,0,0,1,0
Senior Data Engineer,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",Information Technology,66,112,89, CA,1,11,1,1,0,0,1,0,0
Data Scientist,3.4,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD","Orlando, FL",Information Technology,66,112,89, MD,0,34,0,1,0,0,0,0,0
Machine Learning Scientist / Engineer,4.1,Apple,"Santa Clara, CA","Cupertino, CA",Information Technology,66,112,89, CA,0,44,0,0,0,0,0,0,0
Data Scientist,4.1,Kforce,"Fairfax, VA","Tampa, FL",Business Services,66,112,89, VA,0,54,0,0,0,0,0,0,0
Sr. Data Scientist,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",Travel & Tourism,66,112,89, CO,1,9,1,0,0,0,0,0,0
"Intelligence Data Analyst, Senior",4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",Information Technology,66,112,89, VA,0,10,1,0,0,0,0,0,0
Data Science Analyst,4.4,OppLoans,"Chicago, IL","Chicago, IL",Finance,66,112,89, IL,1,8,1,0,0,0,0,0,0
Data Scientist,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",Information Technology,66,112,89, CA,0,21,1,1,0,0,0,0,0
Data Scientist,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC","Oil, Gas, Energy & Utilities",66,112,89, VA,0,112,1,1,0,0,0,0,1
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",Business Services,66,112,89, TX,1,73,1,1,0,0,0,0,0
Data Scientist,3.9,Brillient,"Silver Spring, MD","Reston, VA",Information Technology,66,112,89, MD,0,14,1,1,0,0,0,0,1
Data Modeler (Analytical Systems),3.7,MassMutual,"Boston, MA","Springfield, MA",Insurance,66,112,89, MA,0,169,0,1,1,1,0,0,1
Data Scientist,2.9,Xator Corporation,"Washington, DC","Reston, VA",Information Technology,66,112,89, DC,0,-1,0,0,0,0,0,0,0
Data Scientist,4.6,HAN IT Staffing Inc.,"New York, NY","Totowa, NJ",Information Technology,66,112,89, NY,0,8,1,1,0,0,0,0,1
Data Scientist,3.4,Infinitive Inc,"McLean, VA","Cedar Rapids, IA",Information Technology,66,112,89, VA,0,23,1,1,1,1,1,0,1
"Data Engineer (Analytics, SQL, Python, AWS)",4.0,Travelers,"Hartford, CT","Hartford, CT",Insurance,66,112,89, CT,1,167,1,0,0,1,1,0,1
Data Scientist 3 (718),3.3,Amyris,"Emeryville, CA","Emeryville, CA",Biotech & Pharmaceuticals,128,201,164, CA,1,17,1,0,0,0,1,0,0
Data Scientist,4.3,Lightspeed Systems,"Austin, TX","Austin, TX",Information Technology,128,201,164, TX,1,21,1,0,0,1,1,0,0
Senior Data Scientist,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",Information Technology,128,201,164, CA,1,11,1,1,1,1,0,0,0
Senior Data Analyst - Finance & Platform Analytics,3.6,Twitch,"San Francisco, CA","San Francisco, CA",Information Technology,128,201,164, CA,1,9,1,0,0,0,0,1,0
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),4.7,New Relic,"Portland, OR","San Francisco, CA",Information Technology,128,201,164, OR,0,12,1,0,0,0,0,0,0
IT Partner Digital Health Technology and Data Science,3.6,Biogen,"Cambridge, MA","Cambridge, MA",Biotech & Pharmaceuticals,128,201,164, MA,1,42,0,1,0,0,0,0,0
Data Scientist,0.0,HireAi,"San Francisco, CA",-1,-1,128,201,164, CA,0,-1,1,1,0,1,0,1,0
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",Biotech & Pharmaceuticals,128,201,164, CA,0,5,1,0,0,0,1,0,0
Data Scientist,3.3,ICW Group,"San Diego, CA","San Diego, CA",Insurance,128,201,164, CA,1,48,1,0,0,0,0,0,0
Clinical Data Analyst,3.8,NYSTEC,"New York, NY","Rome, NY",Business Services,128,201,164, NY,0,24,1,0,0,0,0,0,0
Data Scientist,4.5,E3 Federal Solutions,"Chantilly, VA","McLean, VA",Business Services,128,201,164, VA,0,16,0,0,1,0,0,0,1
Data Engineer,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",Government,128,201,164, VA,1,15,1,0,0,0,0,0,0
Data Scientist Technical Specialist,3.4,Peraton,"Chantilly, VA","Herndon, VA",Aerospace & Defense,128,201,164, VA,0,3,1,0,1,1,0,0,1
Senior Data Scientist,3.1,Group O,"Chicago, IL","Milan, IL",Business Services,128,201,164, IL,0,46,1,0,1,0,0,0,0
Data Science Manager,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",Information Technology,128,201,164, CA,0,38,1,1,1,1,0,0,1
Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",Biotech & Pharmaceuticals,128,201,164, IL,1,5,0,0,0,0,1,0,0
Big Data Engineer,4.1,CaptiveAire,"Raleigh, NC","Raleigh, NC",Manufacturing,128,201,164, NC,1,44,1,0,0,1,0,0,0
Data Architect,4.2,LSQ,"Orlando, FL","Orlando, FL",Finance,128,201,164, FL,1,24,1,0,1,1,1,0,1
Machine Learning Engineer,3.9,Temboo,"New York, NY","New York, NY",Information Technology,128,201,164, NY,1,-1,0,0,1,0,0,0,0
Data Scientist,0.0,Kibo,"Philadelphia, PA","Marbella, Spain",-1,128,201,164, PA,0,-1,1,0,0,0,0,0,0
Aviation AI/ML Data Scientist,3.3,MITRE,"McLean, VA","Bedford, MA",Government,128,201,164, VA,0,62,1,1,1,1,0,1,1
Data Scientist,3.9,Mars,United States,"Mc Lean, VA",Manufacturing,138,158,148,United States,0,109,1,0,0,1,1,0,0
Data Scientist / Applied Mathematician,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",Information Technology,138,158,148, CA,1,17,1,0,0,0,1,0,1
"Machine Learning Engineer, Sr.",4.2,AeroVironment,"Simi Valley, CA","Simi Valley, CA",Aerospace & Defense,138,158,148, CA,1,49,1,1,0,0,1,0,1
Data Scientist (TS/SCI w/ Poly),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",Aerospace & Defense,138,158,148, VA,0,-1,1,0,0,0,0,0,0
Weapons and Sensors Engineer/Scientist,4.0,Dynetics,"Huntsville, AL","Huntsville, AL",Aerospace & Defense,138,158,148, AL,1,46,1,0,0,0,0,0,0
Applied Computer Scientist,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",Aerospace & Defense,138,158,148, MA,1,10,0,0,0,0,0,0,0
Senior Data Analyst,4.5,Novetta,"Herndon, VA","Mc Lean, VA",Information Technology,138,158,148, VA,0,8,1,1,0,0,0,0,0
Information Systems Engineering Specialist (Engineering Scientist),3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",Education,138,158,148, TX,1,-1,1,0,0,0,1,0,0
Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",Finance,138,158,148, VA,0,87,0,0,0,0,0,1,0
Scientist/Research Associate-Metabolic Engineering,2.0,Conagen,"New Bedford, MA","Bedford, MA",Biotech & Pharmaceuticals,138,158,148, MA,0,-1,0,0,0,0,0,0,0
"Vice President, Biometrics and Clinical Data Management",4.8,Alector,"South San Francisco, CA","South San Francisco, CA",Biotech & Pharmaceuticals,138,158,148, CA,1,7,0,1,0,0,1,0,0
Enterprise Data Analyst (Enterprise Portfolio Management Office),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",Finance,138,158,148, VA,0,87,0,0,0,1,0,1,0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",Manufacturing,138,158,148, NC,1,145,0,1,0,0,0,0,0
Lead Data Scientist – Network Analysis and Control,3.3,MITRE,"Bedford, MA","Bedford, MA",Government,138,158,148, MA,1,62,1,1,1,1,1,0,1
Senior Machine Learning Engineer,5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",Information Technology,138,158,148, NC,0,4,0,0,0,1,1,0,0
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",4.4,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA",-1,138,158,148, MA,0,-1,0,0,0,0,0,0,0
Data Engineer,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",Business Services,138,158,148, IL,1,28,1,0,0,0,0,0,0
Developer III - Data Science,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",Health Care,138,158,148, CA,1,24,0,1,0,0,0,1,0
Senior Data Engineer,2.9,Affinity Solutions,"New York, NY","New York, NY",Business Services,138,158,148, NY,1,22,1,0,1,1,0,1,0
Hydrogen/Tritium Materials Scientist (Experienced),3.8,Sandia National Laboratories,"Livermore, CA","Albuquerque, NM",Government,138,158,148, CA,0,71,0,0,0,0,0,0,0
Data Engineer,3.5,Maxar Technologies,"McLean, VA","Westminster, CO",Aerospace & Defense,138,158,148, VA,0,-1,1,0,0,0,1,0,0
Patient Safety- Associate Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",Biotech & Pharmaceuticals,80,132,106, MD,0,107,1,1,0,0,0,0,0
Senior Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",Information Technology,80,132,106, CA,0,38,1,0,1,1,0,0,1
Data Scientist,3.4,USI,"Southfield, MI","Saint Paul, MN","Construction, Repair & Maintenance",80,132,106, MI,0,22,1,1,0,0,0,0,0
Data Scientist,3.9,GSK,"Collegeville, PA","Brentford, United Kingdom",Biotech & Pharmaceuticals,80,132,106, PA,0,190,1,0,1,0,1,1,0
Data Scientist,3.8,CIA,"Washington, DC","Langley, VA",Government,80,132,106, DC,0,73,0,0,0,0,0,0,0
Data Scientist,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",Business Services,80,132,106, IL,1,12,1,1,1,0,1,1,0
Data Scientist,4.3,Ovative Group,"Minneapolis, MN","Minneapolis, MN",Business Services,80,132,106, MN,1,11,1,0,0,0,0,0,0
Data Scientist,3.6,Kognetics,"Gahanna, OH","New York, NY",-1,80,132,106, OH,0,-1,1,1,0,0,0,0,0
Data Scientist,2.9,Envision Healthcare,"Nashville, TN","Nashville, TN",Health Care,80,132,106, TN,1,15,1,1,1,1,1,1,1
Data Scientist,2.9,"Pragmatics, Inc.",United States,"Reston, VA",Information Technology,80,132,106,United States,0,35,1,0,1,0,1,0,0
Data Scientist,3.2,ConsumerTrack,California,"Los Angeles, CA",Information Technology,80,132,106,California,0,16,1,1,0,0,0,1,0
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",Aerospace & Defense,80,132,106, MD,1,78,0,1,0,1,0,0,0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",Information Technology,80,132,106, MD,0,9,1,0,0,1,0,0,1
Data Scientist,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",Health Care,80,132,106, CA,0,10,1,1,0,0,0,1,1
Data Scientist,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",Accounting & Legal,80,132,106, NY,0,-1,1,0,0,0,0,0,0
Data Scientist,4.4,Meridian Knowledge Solutions,"Washington, DC","Reston, VA",Information Technology,80,132,106, DC,0,23,0,1,0,0,0,0,0
Data Scientist,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",Information Technology,80,132,106, GA,0,21,1,1,1,1,1,0,1
Data Scientist,3.2,IMG Systems,"Plano, TX","Plano, TX",Business Services,80,132,106, TX,1,-1,1,0,0,0,0,0,0
Data Scientist,3.4,Trident Systems Inc,"Fairfax, VA","Fairfax, VA",Aerospace & Defense,80,132,106, VA,1,35,0,0,0,0,0,0,0
Data Scientist,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",-1,80,132,106, DC,0,-1,1,1,1,0,0,0,1
(Sr.) Data Scientist -,3.6,Merrick Bank,Utah,"South Jordan, UT",Finance,87,141,114,Utah,0,23,1,1,0,0,1,0,0
Senior Data Scientist,4.2,ManTech,"Alexandria, VA","Herndon, VA",Business Services,87,141,114, VA,0,52,1,0,1,1,0,1,1
Data Scientist,0.0,"GrainBridge, LLC","Omaha, NE",-1,-1,87,141,114, NE,0,-1,1,1,0,0,1,0,1
Data Scientist,3.2,First Health Group,"Wellesley, MA","Bethesda, MD",Insurance,87,141,114, MA,0,167,0,0,0,0,0,0,0
Data Scientist,0.0,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",-1,87,141,114, VA,0,-1,0,1,0,0,0,0,0
Data Scientist,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL",Transportation & Logistics,87,141,114, TX,0,37,1,1,0,0,1,0,0
Data Scientist,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",Information Technology,87,141,114, GA,0,21,1,1,1,1,1,0,1
Data Scientist,4.5,Axiologic Solutions,"Alexandria, VA","Fairfax, VA",Aerospace & Defense,87,141,114, VA,0,11,0,0,0,0,1,0,0
Data Scientist,3.0,Indigo Slate,"Bellevue, WA","Bellevue, WA",Business Services,87,141,114, WA,1,14,1,0,0,1,0,0,0
Data Scientist,3.3,Cubic,United States,"San Diego, CA",Aerospace & Defense,87,141,114,United States,0,69,1,1,1,0,0,0,0
Data Scientist,4.0,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA","Westlake Village, CA",-1,87,141,114, CA,0,-1,1,0,0,0,0,0,0
Data Engineer,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",Health Care,87,141,114, CA,1,7,0,1,1,1,1,1,0
Data Scientist,3.5,WGSN,"Baltimore, MD","New York, NY",Business Services,87,141,114, MD,0,22,1,1,1,1,0,1,0
Data Scientist,3.6,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO",Information Technology,87,141,114, VA,0,30,1,0,1,1,0,1,0
Data Scientist,3.0,TransVoyant,"Alexandria, VA","Alexandria, VA",Information Technology,87,141,114, VA,1,8,0,0,1,1,0,0,0
Data Scientist/Data Analytics Practitioner,4.0,Noblis,"Bridgeport, WV","Reston, VA",Business Services,87,141,114, WV,0,24,1,0,0,0,0,0,0
Data Scientist,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",Business Services,87,141,114, TX,0,32,1,1,1,0,0,1,0
Data Scientist,4.3,Geotab,"Oakville, CA","Oakville, Canada",Information Technology,87,141,114, CA,0,20,1,1,0,1,0,0,1
Data Scientist,4.7,CRS Group,"Chicago, IL","Itasca, IL",Business Services,87,141,114, IL,0,26,0,0,0,0,0,0,0
Data Scientist,3.7,EGlobalTech,"Arlington, VA","Vienna, VA",Information Technology,87,141,114, VA,0,16,1,1,0,0,1,0,0
"Data Scientist, Kinship - NYC/Portland",3.9,Mars,"New York, NY","Mc Lean, VA",Manufacturing,92,155,123, NY,0,109,1,0,0,1,0,0,0
Data Scientist,4.9,Avlino,New Jersey,"Holmdel, NJ",Information Technology,92,155,123,New Jersey,0,7,1,0,1,1,0,0,1
Data Scientist,3.0,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA",Business Services,92,155,123, WA,0,-1,1,1,1,1,1,0,0
Data Scientist,2.5,KeHE Distributors,"Naperville, IL","Naperville, IL",Business Services,92,155,123, IL,1,66,1,1,1,1,1,1,1
Data Scientist,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",Business Services,92,155,123, CA,1,22,1,0,0,0,1,0,0
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",Information Technology,92,155,123, MD,0,9,1,0,0,1,0,0,1
Data Scientist,0.0,Sophinea,"Chantilly, VA",-1,-1,92,155,123, VA,0,-1,0,0,0,0,0,0,0
Senior Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",Aerospace & Defense,92,155,123, VA,0,-1,1,1,0,0,0,0,1
Data Scientist,3.0,Moxie Software,"Bellevue, WA","San Bruno, CA",Information Technology,92,155,123, WA,0,21,1,0,1,1,0,0,0
Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",Business Services,92,155,123, NY,0,33,1,1,0,0,0,0,0
Data Scientist,4.7,Unicom Technologies INC,"Chicago, IL","Naperville, IL",Information Technology,92,155,123, IL,0,-1,1,1,1,1,1,0,0
Data Engineer,3.3,Americo Life,"Kansas City, MO","Kansas City, MO",Insurance,92,155,123, MO,1,28,1,1,1,1,1,0,0
Data Scientist,3.3,Tokio Marine HCC,"Houston, TX","Houston, TX",Insurance,92,155,123, TX,1,46,1,0,0,0,0,0,0
Data Scientist,3.5,CACI International,"Chantilly, VA","Arlington, VA",Aerospace & Defense,92,155,123, VA,0,58,0,1,0,0,0,0,0
"AI/ML - Machine Learning Scientist, Siri Understanding",4.1,Apple,"Santa Clara, CA","Cupertino, CA",Information Technology,92,155,123, CA,0,44,1,0,0,0,0,0,1
Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",Aerospace & Defense,92,155,123, VA,0,-1,1,0,1,1,0,1,0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",Business Services,92,155,123, OK,0,73,1,1,0,0,0,0,0
Data Scientist,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",Business Services,92,155,123, CA,0,12,1,0,0,0,0,0,0
Data Science Software Engineer,4.8,Klaviyo,"Boston, MA","Boston, MA",Information Technology,92,155,123, MA,1,8,1,0,0,0,0,0,0
"Scientist / Group Lead, Cancer Biology",0.0,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,92,155,123, MA,0,-1,0,1,0,0,0,0,0
AI Ops Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",Biotech & Pharmaceuticals,92,155,123, MD,0,107,1,0,1,1,1,0,0
Senior Data Scientist,3.8,GutCheck,"Denver, CO","Denver, CO",Business Services,105,167,136, CO,1,11,0,0,0,0,0,0,0
Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",Telecommunications,105,167,136, CA,0,24,1,1,0,1,1,0,0
Data Scientist,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",Aerospace & Defense,105,167,136, MD,0,10,0,1,0,0,1,0,0
Data Scientist,4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",Consumer Services,105,167,136, DC,0,-1,1,0,1,1,1,1,0
Data Scientist,0.0,Berico Technologies,"Fort Belvoir, VA",-1,-1,105,167,136, VA,0,-1,0,1,0,0,1,0,0
Data Scientist,0.0,Kehe Food Distributors,"Naperville, IL",-1,-1,105,167,136, IL,0,-1,1,1,1,1,1,1,1
Data Scientist,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",Information Technology,105,167,136, DC,0,10,1,1,0,1,0,0,1
Data Scientist,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",Aerospace & Defense,105,167,136, MD,0,2,1,0,1,0,0,0,1
Data Scientist,0.0,Pactera Edge,"Redmond, WA",-1,-1,105,167,136, WA,0,-1,1,0,0,0,0,0,0
Data Scientist,3.6,Qurate Retail Group,"West Chester, PA","West Chester, PA",Retail,105,167,136, PA,1,-1,1,1,0,0,0,1,0
Data Scientist,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",-1,105,167,136, NJ,0,-1,0,0,0,0,0,0,0
Data Scientist,4.1,A-Line Staffing Solutions,"Durham, NC","Utica, MI",Business Services,105,167,136, NC,0,16,1,0,1,1,0,0,1
Data Scientist,0.0,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",-1,105,167,136, VA,0,-1,1,0,1,0,0,0,0
Data Scientist,3.8,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA",Information Technology,105,167,136, VA,1,15,1,1,0,0,0,0,0
Data Scientist,4.0,Foundation Medicine,"Boston, MA","Cambridge, MA",Biotech & Pharmaceuticals,105,167,136, MA,0,10,1,0,0,0,0,0,0
Data Scientist,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",Business Services,105,167,136, NJ,1,31,1,1,1,0,0,1,1
Data Scientist,0.0,JKGT,"San Francisco, CA",-1,-1,105,167,136, CA,0,-1,0,0,0,0,0,0,0
Data Scientist,0.0,AccessHope,"Irwindale, CA",-1,-1,105,167,136, CA,0,-1,1,1,1,0,0,1,0
Data Scientist,5.0,ChaTeck Incorporated,"San Francisco, CA","Santa Clara, CA",Business Services,105,167,136, CA,0,-1,1,0,1,1,0,0,1
Data Scientist,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",Business Services,105,167,136, NY,0,44,1,1,0,0,0,1,0
